syllable,syllable_duration,word,word_begin,word_end,word_num_syllables,word_stress_pattern,utterance_speech_rate,speaker,file
P.AW1,0.26000000000000023,powder,2.46,2.93,2,1-0,5.447470817120622,1284,1284-1181-0011
S.P.UW1.N,0.5200000000000005,spoon,6.97,7.49,1,1,4.906542056074766,1284,1284-1181-0011
SH.UW1.Z,0.54,shoes,0.8,1.34,1,1,3.571428571428571,1284,1284-1180-0002
B.R.EY1.D,0.4899999999999993,braid,6.78,7.27,1,1,3.4364261168384886,1284,1284-1180-0002
T.AA1.P.S,0.5099999999999998,tops,3.67,4.18,1,1,3.8759689922480627,1284,1284-1180-0002
K.W.IH1.L.T,0.4900000000000002,quilt,3.59,4.08,1,1,3.2697547683923704,1284,1284-1181-0001
S.K.ER1.T,0.4900000000000002,skirt,6.42,6.91,1,1,4.313725490196079,1284,1284-1181-0001
P.R.AY1,0.2599999999999998,primate,13.1,13.69,2,1-2,4.851752021563343,1284,1284-134647-0007
EH1.M,0.16999999999999993,empire,3.11,3.69,3,1-0-0,6.097560975609756,1284,1284-134647-0007
N.AH1.M,0.22000000000000064,numbers,9.24,9.8,2,1-0,5.1094890510948865,1284,1284-134647-0007
D.IH1.D,0.33999999999999986,did,1.79,2.13,1,1,5.181347150259067,1284,1284-1180-0032
D.AO1.R.Z,0.5599999999999996,doors,5.07,5.63,1,1,4.25531914893617,1284,1284-1180-0032
K.AH1,0.18000000000000016,cupboard,3.61,4.05,2,1-0,5.369127516778525,1284,1284-1180-0032
AA1.Z,0.40000000000000036,oz,2.32,2.72,1,1,5.284552845528455,1284,1284-1180-0022
AE1.K,0.18999999999999995,accents,1.92,2.54,2,1-0,3.3195020746887964,1284,1284-1181-0021
W.UH1,0.1299999999999999,woman,3.35,3.78,2,1-0,4.069767441860465,1284,1284-1181-0005
AA1.B,0.23000000000000043,obstinacy,10.27,11.15,4,1-0-0-0,4.733727810650887,1284,1284-134647-0003
M.EH1.N,0.4200000000000017,men,16.43,16.85,1,1,3.64583333333333,1284,1284-134647-0003
HH.AW1,0.20000000000000018,housework,5.14,5.83,2,1-2,4.999999999999999,1284,1284-1180-0026
S.ER1,0.28000000000000025,servant,3.67,4.24,2,1-0,4.627249357326478,1284,1284-1180-0026
D.IH1,0.13000000000000078,dishes,7.6,8.12,2,1-0,4.739336492890996,1284,1284-1180-0026
K.W.IH1.L.T,0.42999999999999994,quilt,1.99,2.42,1,1,4.109589041095891,1284,1284-1180-0029
AH1.P,0.28000000000000025,up,4.89,5.17,1,1,4.724409448818897,1284,1284-1180-0029
M.UW1.V.D,0.5599999999999996,moved,6.9,7.46,1,1,4.514672686230249,1284,1284-1180-0001
B.R.IH1.M,0.4900000000000002,brim,2.25,2.74,1,1,4.132231404958677,1284,1284-1180-0001
HH.ER0,0.26000000000000023,her,3.36,3.62,1,1,5.015673981191223,1284,1284-1181-0002
HH.OW1.M,0.48,home,3.39,3.87,1,1,4.3478260869565215,1284,1284-1180-0011
K.AH1,0.16000000000000014,cupboard,7.62,8.05,2,1-0,5.468749999999996,1284,1284-1181-0012
D.UW1,0.20000000000000018,doing,6.16,6.58,2,1-0,5.622489959839357,1284,1284-1181-0012
L.AY1.F,0.3799999999999999,life,3.4,3.78,1,1,4.89913544668588,1284,1284-1181-0012
HH.AA1.R.T,0.4299999999999997,heart,4.45,4.88,1,1,3.5714285714285716,1284,1284-1180-0021
M.EY1.K.S,0.3600000000000003,makes,2.34,2.7,1,1,4.583333333333333,1284,1284-1180-0021
K.AH1,0.1800000000000006,color,4.27,4.65,2,1-0,4.74040632054176,1284,1284-1180-0031
B.IH1,0.15000000000000036,bishops,7.72,8.27,2,1-0,4.5226130653266345,1284,1284-134647-0004
S.AY1.T,0.4600000000000004,sight,3.61,4.07,1,1,4.205607476635513,1284,1284-1180-0009
HH.IH1.M,0.39000000000000057,hymn,5.09,5.48,1,1,4.655493482309125,1320,1320-122617-0009
EH1,0.08999999999999986,effort,6.38,6.78,2,1-0,5.837173579109063,1320,1320-122617-0039
R.AO1.NG,0.5199999999999996,wrong,3.74,4.26,1,1,4.700854700854701,1320,1320-122617-0036
AY1.Z,0.6000000000000005,eyes,7.89,8.49,1,1,5.164319248826291,1320,1320-122617-0036
F.R.EH1.N.D,0.45999999999999996,friend,1.2,1.66,1,1,3.4782608695652177,1320,1320-122617-0036
F.UH1.T,0.43999999999999995,foot,2.89,3.33,1,1,4.59016393442623,1320,1320-122612-0016
B.EH1.D,0.40000000000000036,bed,7.21,7.61,1,1,5.442176870748298,1320,1320-122617-0029
Y.UW1,0.17999999999999972,you,3.91,4.09,1,1,4.822335025380711,1320,1320-122617-0029
B.IH1,0.17999999999999972,bidding,3.12,3.6,2,1-0,5.396825396825397,1320,1320-122612-0009
AY1.Z,0.5899999999999999,eyes,4.11,4.7,1,1,3.8288288288288284,1320,1320-122612-0006
P.R.AY1,0.2600000000000007,privacy,7.88,8.53,3,1-0-0,4.738154613466334,1320,1320-122617-0020
R.IY1,0.16999999999999993,recesses,12.1,12.98,3,1-0-0,4.788213627992633,1320,1320-122612-0000
S.EH1,0.1999999999999993,settlements,6.48,7.24,3,1-0-0,4.810495626822157,1320,1320-122612-0000
HH.IY1.R,0.3900000000000001,here,3.1,3.49,1,1,4.41988950276243,1320,1320-122617-0030
F.AO1,0.22000000000000064,forest,9.0,9.72,2,1-0,3.8167938931297694,1320,1320-122612-0010
HH.AO1,0.23999999999999977,hawkeye,2.49,3.11,2,1-2,4.980842911877395,1320,1320-122617-0000
HH.EH1,0.18999999999999995,hesitating,2.9,3.69,4,1-0-2-0,5.031446540880504,1320,1320-122617-0010
F.AO1.R,0.2400000000000002,fortunes,8.72,9.48,2,1-0,4.339622641509433,1320,1320-122617-0010
S.EH1.D,0.43999999999999995,said,1.53,1.97,1,1,4.57516339869281,1320,1320-122617-0037
G.R.OW1.N.Z,0.6799999999999999,groans,1.25,1.93,1,1,3.910614525139665,1320,1320-122617-0038
M.AE1.N,0.2599999999999998,manhood,8.91,9.5,2,1-2,5.208333333333334,1320,1320-122617-0028
T.R.AH1.S.T,0.48,trust,3.09,3.57,1,1,4.516129032258065,1320,1320-122617-0028
L.AO1.R.D,0.4499999999999993,lord,13.21,13.66,1,1,5.665722379603401,1320,1320-122617-0028
S.T.R.EY1.T.S,0.7799999999999994,straits,14.9,15.68,1,1,3.743315508021392,1320,1320-122617-0028
S.P.IY1.K,0.5699999999999994,speak,4.61,5.18,1,1,3.2520325203252045,1320,1320-122612-0007
L.UH1.K,0.3699999999999999,look,1.66,2.03,1,1,4.022988505747127,1320,1320-122612-0007
HH.AE1.N.D,0.5199999999999996,hand,3.24,3.76,1,1,4.4585987261146505,1320,1320-122612-0007
M.UW1.V,0.26000000000000023,movement,2.9,3.4,2,1-0,5.063291139240506,1320,1320-122612-0008
K.AE1.P,0.33000000000000007,captive,3.96,4.57,2,1-0,4.56273764258555,1320,1320-122617-0018
G.L.UW1,0.24,gloomy,1.23,1.72,2,1-0,4.605263157894737,1320,1320-122617-0018
P.L.EY1.S,0.5499999999999998,place,4.97,5.52,1,1,4.7138047138047146,1320,1320-122617-0017
S.EY1.F,0.31000000000000005,safety,1.83,2.35,2,1-0,4.878048780487804,1320,1320-122617-0017
V.IH1,0.16000000000000014,village,7.14,7.68,2,1-0,4.945054945054945,1320,1320-122617-0040
B.IH1.Z,0.26000000000000156,business,17.38,18.05,2,1-0,3.6585365853658525,1320,1320-122617-0007
W.IH1.CH,0.3200000000000003,which,8.59,8.91,1,1,4.0816326530612255,1320,1320-122617-0007
K.AW1.N,0.26000000000000023,countenance,3.03,3.75,3,1-0-0,3.651685393258427,1320,1320-122617-0007
EH1.N,0.14000000000000057,enter,4.3,4.71,2,1-0,5.3240740740740735,1320,1320-122617-0014
W.UH1,0.13999999999999968,woman,6.49,6.9,2,1-0,5.329153605015673,1320,1320-122617-0004
ER1,0.20000000000000018,earnest,5.3,5.94,2,1-0,4.749340369393139,1320,1320-122612-0004
JH.AH1.JH,0.29000000000000004,judgment,1.4,1.97,2,1-0,4.1916167664670665,1320,1320-122612-0004
M.UW1.V,0.2599999999999998,movement,3.45,4.03,2,1-0,4.986876640419948,1320,1320-122617-0024
M.AY1.N.D,0.5300000000000002,mind,5.43,5.96,1,1,4.991087344028521,1320,1320-122617-0003
EH1,0.09000000000000075,enemy,7.35,7.75,3,1-0-0,6.060606060606061,1320,1320-122617-0013
F.IH1.R.D,0.5199999999999996,feared,9.77,10.29,1,1,3.404255319148938,1320,1320-122617-0013
W.AO1,0.1999999999999993,waters,8.88,9.56,2,1-0,5.063291139240506,1320,1320-122612-0003
T.R.IY1.Z,0.7400000000000002,trees,2.09,2.83,1,1,3.98406374501992,1320,1320-122612-0003
L.AA1.JH,0.5500000000000007,lodge,7.06,7.61,1,1,4.922644163150492,1320,1320-122617-0023
D.R.AO1.N,0.44999999999999973,drawn,2.95,3.4,1,1,4.6875,1320,1320-122612-0013
P.AO1.R,0.2599999999999998,portion,5.63,6.21,2,1-0,5.405405405405405,1320,1320-122612-0013
N.AA1.T,0.48999999999999977,not,3.78,4.27,1,1,4.404145077720208,1320,1320-122617-0033
F.R.EH1.N.Z,0.6300000000000008,friends,10.02,10.65,1,1,4.715447154471544,1320,1320-122617-0033
B.L.AH1.D,0.4599999999999991,blood,12.55,13.01,1,1,4.534606205250597,1320,1320-122617-0035
K.R.IH1.S,0.3000000000000007,christian,17.12,17.73,2,1-0,5.056179775280896,1320,1320-122617-0035
AE1,0.1299999999999999,added,7.79,8.16,2,1-0,5.357142857142852,1320,1320-122617-0035
IH1.N,0.19000000000000128,indian,15.2,15.77,3,1-0-0,6.302521008403364,1320,1320-122617-0035
S.AY1,0.45999999999999974,sigh,1.55,2.01,1,1,4.666666666666667,1320,1320-122617-0035
K.R.AO1.S.T,0.6699999999999999,crossed,5.07,5.74,1,1,4.405286343612334,1320,1320-122612-0005
W.IY1,0.32999999999999985,we,0.81,1.14,1,1,4.49438202247191,1320,1320-122612-0005
L.IY1.D,0.41999999999999993,lead,1.87,2.29,1,1,4.926108374384236,1320,1320-122617-0025
S.P.IY1.D,0.5,speed,5.51,6.01,1,1,5.113636363636364,1320,1320-122617-0025
G.R.AW1.L.D,0.6099999999999994,growled,4.03,4.64,1,1,4.0983606557377055,1320,1320-122617-0015
W.AA1.CH,0.35000000000000053,watchful,6.51,7.17,2,1-0,4.347826086956522,1320,1320-122612-0002
D.IH1.R,0.43000000000000016,deer,2.86,3.29,1,1,5.414012738853503,1320,1320-122617-0022
HH.AO1.R,0.20999999999999908,horses,9.39,10.05,2,1-0,4.52127659574468,1320,1320-122612-0012
P.L.EY1.S,0.5599999999999996,place,5.5,6.06,1,1,4.832713754646841,1320,1320-122612-0012
B.IY0,0.40000000000000013,be,1.64,2.04,1,1,4.651162790697675,1320,1320-122617-0032
B.IY0,0.3100000000000005,be,10.58,10.89,1,1,5.633802816901409,1320,1320-122617-0032
S.P.IY1.K,0.5599999999999996,speak,4.45,5.01,1,1,5.16304347826087,1320,1320-122617-0002
AO1.R,0.22000000000000064,organs,12.59,13.23,2,1-0,5.518763796909491,1320,1320-122617-0002
W.ER1.D.Z,0.3799999999999999,words,0.76,1.14,1,1,5.128205128205129,1320,1320-122617-0002
S.IH1.NG,0.28000000000000025,singing,7.71,8.3,2,1-0,5.280528052805279,1320,1320-122617-0002
K.AE1.P,0.35999999999999943,captive,6.4,7.14,2,1-0,5.425219941348974,1320,1320-122617-0012
AE1,0.1499999999999999,attitude,3.11,3.71,3,1-0-2,5.47112462006079,1320,1320-122617-0019
D.EY1,0.1900000000000004,david,5.79,6.25,2,1-0,5.208333333333334,1320,1320-122617-0016
AO1.F,0.4499999999999993,off,9.4,9.85,1,1,3.921568627450982,1320,1320-122617-0016
D.IH1,0.15000000000000036,distance,9.08,9.74,2,1-0,4.635761589403973,1320,1320-122612-0011
F.AA1,0.27000000000000046,followed,5.85,6.44,2,1-0,4.115226337448559,1320,1320-122612-0011
K.AA1,0.2799999999999998,common,3.27,3.85,2,1-0,5.042016806722689,1320,1320-122612-0011
N.EH1,0.13000000000000078,necessary,12.58,13.38,4,1-0-2-0,5.247813411078715,1320,1320-122612-0011
S.ER1,0.25,service,5.13,5.79,2,1-0,4.150943396226415,1320,1320-122617-0031
JH.ER1,0.23000000000000043,journey,8.53,9.03,2,1-0,4.3329532497149374,1320,1320-122612-0001
N.AH1,0.16000000000000014,nothing,4.5,4.94,2,1-0,5.106382978723404,1320,1320-122617-0021
EH1,0.0600000000000005,enemies,9.83,10.31,3,1-0-0,5.149501661129568,1320,1320-122617-0001
OW1.N,0.379999999999999,own,13.21,13.59,1,1,5.1724137931034475,1320,1320-122617-0001
IH1.N,0.18000000000000016,intellects,3.36,4.08,3,1-0-2,4.359673024523161,1320,1320-122617-0001
S.ER1,0.4200000000000004,sir,3.01,3.43,1,1,2.5641025641025634,1580,1580-141083-0049
AW1.T,0.3999999999999999,out,1.56,1.96,1,1,5.960264900662252,1580,1580-141083-0049
S.ER1,0.53,sir,1.68,2.21,1,1,2.8089887640449436,1580,1580-141084-0028
AO1.L,0.18000000000000016,also,2.03,2.51,2,1-0,5.5045871559633035,1580,1580-141083-0011
B.L.AY1.N.D,0.46999999999999975,blind,3.84,4.31,1,1,5.223880597014926,1580,1580-141084-0000
IH1.N,0.15000000000000002,indian,0.92,1.46,3,1-0-0,6.0606060606060606,1580,1580-141084-0000
L.AY1.T,0.3999999999999999,light,3.18,3.58,1,1,5.421686746987952,1580,1580-141083-0036
Y.EH1.S,0.5100000000000002,yes,2.84,3.35,1,1,1.9607843137254892,1580,1580-141083-0039
M.IY1,0.21999999999999997,me,1.62,1.84,1,1,5.063291139240506,1580,1580-141084-0010
K.AH1,0.14000000000000012,cuttings,2.71,3.26,2,1-0,5.645161290322582,1580,1580-141084-0010
B.AY1,0.27,bye,3.71,3.98,1,1,4.651162790697673,1580,1580-141084-0010
R.UW1.M,0.41999999999999993,room,6.26,6.68,1,1,4.615384615384616,1580,1580-141084-0048
S.EH1.D,0.41000000000000014,said,2.07,2.48,1,1,4.8034934497816595,1580,1580-141084-0048
AW1.T,0.3600000000000012,out,8.53,8.89,1,1,5.128205128205128,1580,1580-141084-0048
DH.EH1.R,0.3099999999999987,there,9.46,9.77,1,1,5.235602094240838,1580,1580-141083-0029
HH.ER1,0.2599999999999998,hurried,5.24,5.71,2,1-0,4.0,1580,1580-141083-0029
D.AO1.R,0.40000000000000036,door,4.0,4.4,1,1,4.884318766066837,1580,1580-141083-0026
N.AY1.T,0.35000000000000053,night,4.59,4.94,1,1,5.9447983014862,1580,1580-141084-0047
P.R.UW1.F.S,0.5799999999999996,proofs,2.49,3.07,1,1,5.166051660516605,1580,1580-141083-0041
HH.AE1.N.D,0.41000000000000014,hand,2.29,2.7,1,1,4.385964912280701,1580,1580-141084-0020
S.T.AO1,0.19999999999999996,story,1.97,2.46,2,1-0,4.824561403508772,1580,1580-141083-0019
OW1,0.1200000000000001,open,3.61,4.01,2,1-0,5.3097345132743365,1580,1580-141083-0016
Y.UW1,0.31000000000000005,you,1.63,1.94,1,1,6.214689265536723,1580,1580-141083-0016
HH.OW1.M.Z,0.51,holmes,1.45,1.96,1,1,3.726708074534162,1580,1580-141084-0030
S.OW1,0.42999999999999994,so,1.35,1.78,1,1,5.161290322580645,1580,1580-141083-0051
B.AE1,0.15000000000000036,bannister,4.31,4.9,3,1-0-0,5.960264900662251,1580,1580-141083-0006
D.AO1.R,0.43000000000000016,door,3.26,3.69,1,1,5.81039755351682,1580,1580-141083-0009
P.EY1,0.1999999999999993,papers,6.23,6.78,2,1-0,5.839416058394161,1580,1580-141083-0009
AH1.V,0.3700000000000001,of,2.02,2.39,1,1,5.339805825242719,1580,1580-141084-0036
T.EY1,0.1800000000000006,table,4.18,4.59,2,1-0,5.660377358490566,1580,1580-141084-0039
P.L.EY1.S,0.5899999999999999,place,5.44,6.03,1,1,5.545617173524151,1580,1580-141083-0000
R.EH1,0.18000000000000016,rested,3.31,3.81,2,1-0,4.519774011299435,1580,1580-141084-0029
K.AO1.R,0.2400000000000002,corner,7.3,7.75,2,1-0,5.434782608695652,1580,1580-141084-0029
D.AO1.R,0.41999999999999993,door,2.09,2.51,1,1,5.000000000000001,1580,1580-141083-0048
T.EY1,0.21999999999999997,table,1.89,2.38,2,1-0,5.913978494623656,1580,1580-141083-0047
M.AA1.R,0.20999999999999996,martial,6.44,6.9,2,1-0,4.999999999999999,1580,1580-141084-0026
P.AW1,0.26000000000000023,powers,3.32,3.86,2,1-0,5.4495912806539515,1580,1580-141084-0026
R.UW1.M,0.40000000000000036,room,4.6,5.0,1,1,6.485355648535564,1580,1580-141083-0010
M.IH1,0.1200000000000001,mystery,2.32,2.9,3,1-0-0,4.724409448818897,1580,1580-141084-0019
IH0.T,0.12,it,0.89,1.01,1,1,5.747126436781609,1580,1580-141083-0020
R.UW1.M,0.3799999999999999,room,4.26,4.64,1,1,4.878048780487806,1580,1580-141083-0020
S.ER1,0.20000000000000018,servant,7.08,7.58,2,1-0,5.325443786982249,1580,1580-141084-0041
D.AO1.R,0.5700000000000003,door,3.34,3.91,1,1,4.40771349862259,1580,1580-141084-0041
AE1.K,0.20999999999999952,action,3.93,4.39,2,1-0,5.88235294117647,1580,1580-141084-0009
K.L.EY1,0.54,clay,3.07,3.61,1,1,3.125,1580,1580-141084-0021
B.L.AE1.K,0.41999999999999993,black,2.06,2.48,1,1,5.042016806722689,1580,1580-141084-0021
P.R.UW1.F.S,0.71,proofs,2.67,3.38,1,1,4.5602605863192185,1580,1580-141083-0040
M.IY1,0.5,me,1.33,1.83,1,1,3.7037037037037033,1580,1580-141083-0017
HH.OW1.M.Z,0.4700000000000002,holmes,2.44,2.91,1,1,5.577689243027888,1580,1580-141083-0050
Y.EH1,0.1200000000000001,yesterday,5.57,6.15,3,1-0-0,5.526770293609672,1580,1580-141084-0031
S.L.IH1.P.S,0.5199999999999998,slips,1.61,2.13,1,1,3.5,1580,1580-141083-0008
P.EY1,0.21999999999999975,papers,3.79,4.43,2,1-0,6.122448979591836,1580,1580-141083-0007
R.UW1.M,0.34999999999999964,room,2.41,2.76,1,1,4.471544715447155,1580,1580-141084-0001
D.AO1.R,0.39999999999999947,door,5.03,5.43,1,1,5.384615384615385,1580,1580-141083-0038
W.IH1.N,0.20999999999999996,windows,3.84,4.51,2,1-0,5.513784461152882,1580,1580-141084-0011
L.EH1.S,0.4299999999999997,less,4.46,4.89,1,1,5.947136563876652,1580,1580-141083-0027
N.EH1.K.S.T,0.5,next,1.88,2.38,1,1,4.433497536945813,1580,1580-141083-0028
S.ER1,0.45999999999999996,sir,1.33,1.79,1,1,4.72972972972973,1580,1580-141084-0049
N.OW1.N,0.5299999999999998,known,3.25,3.78,1,1,4.166666666666667,1580,1580-141084-0049
N.OW1,0.3199999999999994,know,6.82,7.14,1,1,6.0283687943262425,1580,1580-141084-0049
N.AA1.T,0.5500000000000003,not,2.32,2.87,1,1,3.0534351145038165,1580,1580-141084-0027
S.ER1,0.48,sir,0.72,1.2,1,1,2.173913043478261,1580,1580-141084-0027
M.AE1,0.20000000000000018,manner,2.4,2.81,2,1-0,5.46875,1580,1580-141083-0001
W.IH1.N,0.18000000000000016,window,2.27,2.71,2,1-0,5.531914893617021,1580,1580-141084-0037
CH.AE1.N.S,0.6299999999999999,chance,2.12,2.75,1,1,3.488372093023256,1580,1580-141084-0038
AH1.P,0.2999999999999998,up,2.23,2.53,1,1,4.385964912280702,1580,1580-141084-0050
S.IY1,0.3600000000000003,see,5.6,5.96,1,1,4.0,1580,1580-141083-0031
DH.EH1.M,0.27000000000000046,them,5.01,5.28,1,1,4.2682926829268295,1580,1580-141083-0031
W.IH1.TH,0.3500000000000001,with,3.97,4.32,1,1,6.097560975609755,1580,1580-141084-0008
F.EY1.S.T,0.6499999999999995,faced,5.65,6.3,1,1,4.968944099378883,1580,1580-141084-0008
G.AY1.D,0.43000000000000016,guide,2.81,3.24,1,1,4.854368932038835,1580,1580-141083-0021
S.P.AY1.K.S,0.6100000000000003,spikes,5.02,5.63,1,1,4.942965779467681,1580,1580-141084-0040
S.OW1,0.33999999999999997,so,0.84,1.18,1,1,4.054054054054054,1580,1580-141084-0018
W.AA1.T,0.21999999999999997,watson,1.37,1.87,2,1-0,4.166666666666666,1580,1580-141084-0017
N.AA1,0.14000000000000012,knocking,2.84,3.27,2,1-0,5.2805280528052805,1580,1580-141084-0004
AH1,0.1200000000000001,others,3.27,3.82,2,1-0,4.719764011799411,1580,1580-141083-0032
M.AE1,0.19999999999999973,matter,3.18,3.59,2,1-0,5.109489051094892,1580,1580-141084-0014
S.ER1,0.28,servant,1.31,1.99,2,1-0,4.0,1580,1580-141084-0014
T.EY1,0.20999999999999996,table,1.31,1.83,2,1-0,5.095541401273885,1580,1580-141084-0043
HH.IY1,0.31999999999999984,he,2.69,3.01,1,1,4.4,1580,1580-141083-0022
K.AH1.M,0.40000000000000036,come,8.7,9.1,1,1,5.185185185185187,1580,1580-141084-0024
L.AY1.F,0.43999999999999995,life,3.6,4.04,1,1,5.614973262032085,1580,1580-141083-0045
IH0.T,0.20999999999999996,it,6.53,6.74,1,1,4.8062015503875966,1580,1580-141083-0012
S.T.R.IY1.T,0.41999999999999993,street,5.38,5.8,1,1,4.850746268656717,1580,1580-141083-0002
T.EY1,0.20999999999999996,table,3.24,3.74,2,1-0,4.972375690607735,1580,1580-141083-0025
M.AE1.N,0.3599999999999999,man,2.23,2.59,1,1,4.0816326530612255,1580,1580-141084-0044
G.L.AH1.V.Z,0.78,gloves,0.42,1.2,1,1,1.282051282051282,1580,1580-141084-0044
D.AO1.R,0.3599999999999999,door,3.46,3.82,1,1,3.6144578313253013,1580,1580-141084-0003
F.L.AO1.R,0.45999999999999996,floor,2.49,2.95,1,1,4.545454545454545,1580,1580-141083-0035
DH.IH1.S,0.5199999999999996,this,4.37,4.89,1,1,4.000000000000002,1580,1580-141083-0035
K.R.IH1,0.15999999999999925,criminal,6.23,6.68,3,1-0-0,6.593406593406595,1580,1580-141084-0033
K.AY1.N.D,0.28000000000000025,kindly,1.96,2.48,2,1-0,2.803738317757009,1580,1580-141084-0033
EH1.R,0.41000000000000014,err,3.33,3.74,1,1,5.769230769230769,1580,1580-141084-0033
S.ER1,0.69,sir,2.58,3.27,1,1,3.0303030303030303,1580,1580-141083-0052
W.EH1.L,0.33000000000000007,well,5.07,5.4,1,1,4.8192771084337345,1580,1580-141083-0042
P.UW1.R,0.48,poor,1.69,2.17,1,1,4.864864864864865,1580,1580-141083-0042
S.K.AA1,0.2400000000000002,scholarship,7.74,8.42,3,1-0-2,6.041923551171394,1580,1580-141084-0023
P.R.IH1.N,0.20999999999999996,printer,4.04,4.54,2,1-0,4.958677685950414,1580,1580-141083-0015
DH.EH1.R,0.30000000000000027,there,2.4,2.7,1,1,4.867256637168141,1580,1580-141083-0015
S.OW1,0.43000000000000016,so,1.75,2.18,1,1,3.4883720930232553,1580,1580-141084-0025
AO1,0.08999999999999986,office,1.79,2.31,2,1-0,6.103286384976526,1580,1580-141084-0035
M.AE1.N,0.46999999999999975,man,5.63,6.1,1,1,5.421686746987954,1580,1580-141083-0003
HH.OW1.M.Z,0.52,holmes,1.77,2.29,1,1,4.972375690607735,1580,1580-141084-0005
S.ER1,0.16999999999999993,surface,5.29,5.82,2,1-0,5.263157894736842,1580,1580-141083-0033
N.AH1,0.16999999999999993,nothing,6.92,7.39,2,1-0,4.4642857142857135,1580,1580-141083-0033
M.AE1.N,0.3799999999999999,man,2.65,3.03,1,1,5.303030303030304,1580,1580-141084-0015
D.EY1,0.3600000000000003,day,2.63,2.99,1,1,5.185185185185185,1580,1580-141083-0023
P.R.UW1.F.S,0.5599999999999996,proofs,4.24,4.8,1,1,4.794520547945206,1580,1580-141084-0042
S.ER1,0.5500000000000003,sir,3.28,3.83,1,1,1.9047619047619042,1580,1580-141083-0053
DH.EH1.M,0.2899999999999998,them,1.84,2.13,1,1,4.9079754601226995,1580,1580-141083-0053
F.IY1,0.1900000000000004,features,4.04,4.69,2,1-0,4.408352668213457,1580,1580-141084-0032
M.AO1.R,0.16999999999999993,morning,1.33,1.74,2,1-0,4.6875,1580,1580-141084-0022
AH1.P,0.28000000000000025,up,2.19,2.47,1,1,5.5,1580,1580-141083-0014
T.AA1.P,0.45999999999999996,top,1.81,2.27,1,1,4.324324324324324,1580,1580-141084-0012
DH.EH1.R,0.3700000000000001,there,3.79,4.16,1,1,4.504504504504503,1580,1580-141083-0024
CH.EH1.R,0.4200000000000004,chair,2.01,2.43,1,1,4.504504504504504,1580,1580-141083-0024
DH.EH1.M,0.29000000000000004,them,5.34,5.63,1,1,6.274509803921569,1580,1580-141084-0002
K.AA1,0.23999999999999977,college,2.27,2.91,2,1-0,4.83271375464684,1580,1580-141084-0002
IH0,0.040000000000000036,emergency,6.0,6.76,4,1-0-0-0,5.937500000000001,1580,1580-141083-0034
T.AY1.M.Z,0.6200000000000001,times,2.44,3.06,1,1,5.4945054945054945,1580,1580-141083-0046
F.L.IY1.S,0.6699999999999999,fleece,2.86,3.53,1,1,3.3557046979865777,1995,1995-1826-0024
F.L.IY1.S,0.7500000000000001,fleece,0.87,1.62,1,1,2.6845637583892614,1995,1995-1826-0024
TH.IH1.K,0.25,thick,10.29,10.54,1,1,4.0,1995,1995-1837-0014
P.L.EY1.S,0.41000000000000014,place,6.51,6.92,1,1,4.181184668989547,1995,1995-1837-0014
AY1,0.18999999999999995,island,3.37,3.89,2,1-0,4.522613065326633,1995,1995-1837-0014
G.R.IY1.N,0.5599999999999987,green,9.39,9.95,1,1,4.301075268817206,1995,1995-1837-0014
W.IH1,0.10999999999999943,willowy,11.8,12.35,3,1-0-0,3.7267080745341628,1995,1995-1837-0014
B.AA1.R.N,0.6099999999999994,barn,5.73,6.34,1,1,3.6036036036036037,1995,1995-1826-0013
B.AA1,0.21999999999999975,bottoms,7.86,8.54,2,1-0,4.500000000000002,1995,1995-1826-0013
L.AE1.S.T,0.5999999999999996,last,13.3,13.9,1,1,3.6363636363636376,1995,1995-1837-0023
W.IY1,0.20999999999999908,weakly,14.16,14.7,2,1-0,3.7037037037037095,1995,1995-1837-0023
K.W.EH1.S,0.3500000000000014,questioned,16.15,16.85,2,1-0,4.1025641025641,1995,1995-1837-0023
HH.ER0,0.25,her,4.18,4.43,1,1,4.275534441805226,1995,1995-1837-0023
L.AY1.F,0.4800000000000004,life,9.83,10.31,1,1,3.942652329749104,1995,1995-1837-0023
F.IH1.NG,0.2599999999999998,fingers,11.92,12.49,2,1-0,3.7433155080213885,1995,1995-1837-0023
IH0.T,0.14000000000000057,it,9.09,9.23,1,1,4.375,1995,1995-1836-0010
DH.EH1.M,0.41999999999999815,them,23.94,24.36,1,1,5.420054200542009,1995,1995-1836-0010
R.EY1,0.22999999999999687,races,19.85,20.48,2,1-0,3.571428571428568,1995,1995-1836-0010
EH1,0.10000000000000053,eloquent,5.27,5.82,3,1-0-0,4.035087719298246,1995,1995-1836-0010
D.AW1.N,0.49,down,0.99,1.48,1,1,3.3057851239669422,1995,1995-1837-0013
D.R.AY1,0.56,dry,2.44,3.0,1,1,4.098360655737705,1995,1995-1837-0013
P.EY1.L,0.5099999999999998,pale,8.18,8.69,1,1,4.278728606356968,1995,1995-1836-0000
W.AH1.N,0.20999999999999996,wonder,6.79,7.24,2,1-0,4.6875,1995,1995-1837-0003
Y.AE1.M.Z,0.79,yams,5.59,6.38,1,1,1.8018018018018014,1995,1995-1826-0023
B.AH1.T,0.20000000000000018,but,2.71,2.91,1,1,3.8167938931297707,1995,1995-1826-0023
R.UW1.T.S,0.5,roots,4.52,5.02,1,1,3.4883720930232562,1995,1995-1826-0023
